구,동,체감온도,일자
중구,중앙동,26,20180701
중구,동광동,26,20180701
중구,대청동,26,20180701
중구,보수동,26,20180701
중구,부평동,26,20180701
중구,광복동,26,20180701
중구,남포동,26,20180701
중구,영주제1동,26,20180701
중구,영주제2동,26,20180701
서구,동대신제1동,26,20180701
서구,동대신제2동,26,20180701
서구,동대신제3동,26,20180701
서구,서대신제1동,26,20180701
서구,서대신제3동,26,20180701
서구,서대신제4동,26,20180701
서구,부민동,26,20180701
서구,아미동,26,20180701
서구,초장동,26,20180701
서구,충무동,26,20180701
서구,남부민제1동,26,20180701
서구,남부민제2동,26,20180701
서구,암남동,24,20180701
동구,초량제1동,26,20180701
동구,초량제2동,26,20180701
동구,초량제3동,26,20180701
동구,초량제6동,26,20180701
동구,수정제1동,26,20180701
동구,수정제2동,26,20180701
동구,수정제4동,26,20180701
동구,수정제5동,26,20180701
동구,좌천동,25,20180701
동구,범일제1동,25,20180701
동구,범일제2동,25,20180701
동구,범일제5동,25,20180701
영도구,남항동,26,20180701
영도구,영선제1동,26,20180701
영도구,영선제2동,26,20180701
영도구,신선동,26,20180701
영도구,봉래제1동,26,20180701
영도구,봉래제2동,26,20180701
영도구,청학제1동,24,20180701
영도구,청학제2동,24,20180701
영도구,동삼제1동,23,20180701
영도구,동삼제2동,23,20180701
영도구,동삼제3동,24,20180701
부산진구,부전제1동,25,20180701
부산진구,부전제2동,25,20180701
부산진구,연지동,27,20180701
부산진구,초읍동,27,20180701
부산진구,양정제1동,25,20180701
부산진구,양정제2동,25,20180701
부산진구,전포제1동,25,20180701
부산진구,전포제2동,25,20180701
부산진구,부암제1동,26,20180701
부산진구,부암제3동,26,20180701
부산진구,당감제1동,26,20180701
부산진구,당감제2동,26,20180701
부산진구,당감제4동,26,20180701
부산진구,가야제1동,26,20180701
부산진구,가야제2동,26,20180701
부산진구,개금제1동,26,20180701
부산진구,개금제2동,26,20180701
부산진구,개금제3동,26,20180701
부산진구,범천제1동,25,20180701
부산진구,범천제2동,25,20180701
동래구,수민동,25,20180701
동래구,복산동,25,20180701
동래구,명륜동,26,20180701
동래구,온천제1동,26,20180701
동래구,온천제2동,25,20180701
동래구,온천제3동,25,20180701
동래구,사직제1동,25,20180701
동래구,사직제2동,25,20180701
동래구,사직제3동,25,20180701
동래구,안락제1동,25,20180701
동래구,안락제2동,25,20180701
동래구,명장제1동,25,20180701
동래구,명장제2동,25,20180701
남구,대연제1동,25,20180701
남구,대연제3동,25,20180701
남구,대연제4동,25,20180701
남구,대연제5동,25,20180701
남구,대연제6동,25,20180701
남구,용호제1동,23,20180701
남구,용호제2동,23,20180701
남구,용호제3동,23,20180701
남구,용호제4동,23,20180701
남구,용당동,24,20180701
남구,감만제1동,24,20180701
남구,감만제2동,24,20180701
남구,우암동,25,20180701
남구,문현제1동,25,20180701
남구,문현제2동,25,20180701
남구,문현제3동,25,20180701
남구,문현제4동,25,20180701
북구,구포제1동,27,20180701
북구,구포제2동,27,20180701
북구,구포제3동,27,20180701
북구,금곡동,26,20180701
북구,화명제1동,26,20180701
북구,화명제2동,26,20180701
북구,화명제3동,26,20180701
북구,덕천제1동,27,20180701
북구,덕천제2동,27,20180701
북구,덕천제3동,27,20180701
북구,만덕제1동,27,20180701
북구,만덕제2동,27,20180701
북구,만덕제3동,27,20180701
해운대구,우제1동,24,20180701
해운대구,우제2동,25,20180701
해운대구,우제3동,24,20180701
해운대구,중제1동,24,20180701
해운대구,중제2동,23,20180701
해운대구,좌제1동,25,20180701
해운대구,좌제2동,25,20180701
해운대구,좌제3동,25,20180701
해운대구,좌제4동,25,20180701
해운대구,송정동,25,20180701
해운대구,반여제1동,25,20180701
해운대구,반여제2동,25,20180701
해운대구,반여제3동,25,20180701
해운대구,반여제4동,25,20180701
해운대구,반송제1동,26,20180701
해운대구,반송제2동,26,20180701
해운대구,재송제1동,25,20180701
해운대구,재송제2동,25,20180701
사하구,괴정제1동,25,20180701
사하구,괴정제2동,26,20180701
사하구,괴정제3동,26,20180701
사하구,괴정제4동,25,20180701
사하구,당리동,25,20180701
사하구,하단제1동,25,20180701
사하구,하단제2동,25,20180701
사하구,신평제1동,25,20180701
사하구,신평제2동,25,20180701
사하구,장림제1동,25,20180701
사하구,장림제2동,25,20180701
사하구,다대제1동,25,20180701
사하구,다대제2동,25,20180701
사하구,구평동,25,20180701
사하구,감천제1동,26,20180701
사하구,감천제2동,26,20180701
금정구,서제1동,26,20180701
금정구,서제2동,25,20180701
금정구,서제3동,25,20180701
금정구,금사동,26,20180701
금정구,부곡제1동,26,20180701
금정구,부곡제2동,26,20180701
금정구,부곡제3동,26,20180701
금정구,부곡제4동,26,20180701
금정구,장전제1동,26,20180701
금정구,장전제2동,26,20180701
금정구,장전제3동,26,20180701
금정구,선두구동,26,20180701
금정구,청룡노포동,26,20180701
금정구,남산동,26,20180701
금정구,구서제1동,26,20180701
금정구,구서제2동,26,20180701
금정구,금성동,26,20180701
강서구,대저1동,27,20180701
강서구,대저2동,27,20180701
강서구,강동동,27,20180701
강서구,가락동,27,20180701
강서구,녹산동,26,20180701
강서구,가덕도동,25,20180701
연제구,거제제1동,25,20180701
연제구,거제제2동,25,20180701
연제구,거제제3동,25,20180701
연제구,거제제4동,25,20180701
연제구,연산제1동,25,20180701
연제구,연산제2동,25,20180701
연제구,연산제3동,25,20180701
연제구,연산제4동,25,20180701
연제구,연산제5동,25,20180701
연제구,연산제6동,25,20180701
연제구,연산제8동,25,20180701
연제구,연산제9동,25,20180701
수영구,남천제1동,24,20180701
수영구,남천제2동,24,20180701
수영구,수영동,25,20180701
수영구,망미제1동,25,20180701
수영구,망미제2동,25,20180701
수영구,광안제1동,24,20180701
수영구,광안제2동,24,20180701
수영구,광안제3동,24,20180701
수영구,광안제4동,24,20180701
수영구,민락동,24,20180701
사상구,삼락동,27,20180701
사상구,모라제1동,27,20180701
사상구,모라제3동,27,20180701
사상구,덕포제1동,26,20180701
사상구,덕포제2동,27,20180701
사상구,괘법동,26,20180701
사상구,감전동,26,20180701
사상구,주례제1동,26,20180701
사상구,주례제2동,26,20180701
사상구,주례제3동,26,20180701
사상구,학장동,26,20180701
사상구,엄궁동,26,20180701
기장군,기장읍,25,20180701
기장군,장안읍,24,20180701
기장군,일광면,24,20180701
기장군,정관읍,25,20180701
기장군,철마면,26,20180701
중구,중앙동,26,20180702
중구,동광동,26,20180702
중구,대청동,26,20180702
중구,보수동,26,20180702
중구,부평동,26,20180702
중구,광복동,26,20180702
중구,남포동,26,20180702
중구,영주제1동,26,20180702
중구,영주제2동,26,20180702
서구,동대신제1동,26,20180702
서구,동대신제2동,26,20180702
서구,동대신제3동,26,20180702
서구,서대신제1동,26,20180702
서구,서대신제3동,26,20180702
서구,서대신제4동,26,20180702
서구,부민동,26,20180702
서구,아미동,26,20180702
서구,초장동,26,20180702
서구,충무동,26,20180702
서구,남부민제1동,26,20180702
서구,남부민제2동,26,20180702
서구,암남동,25,20180702
동구,초량제1동,26,20180702
동구,초량제2동,26,20180702
동구,초량제3동,26,20180702
동구,초량제6동,26,20180702
동구,수정제1동,26,20180702
동구,수정제2동,27,20180702
동구,수정제4동,27,20180702
동구,수정제5동,27,20180702
동구,좌천동,26,20180702
동구,범일제1동,26,20180702
동구,범일제2동,26,20180702
동구,범일제5동,26,20180702
영도구,남항동,26,20180702
영도구,영선제1동,26,20180702
영도구,영선제2동,26,20180702
영도구,신선동,26,20180702
영도구,봉래제1동,26,20180702
영도구,봉래제2동,26,20180702
영도구,청학제1동,25,20180702
영도구,청학제2동,25,20180702
영도구,동삼제1동,24,20180702
영도구,동삼제2동,24,20180702
영도구,동삼제3동,25,20180702
부산진구,부전제1동,26,20180702
부산진구,부전제2동,26,20180702
부산진구,연지동,28,20180702
부산진구,초읍동,28,20180702
부산진구,양정제1동,26,20180702
부산진구,양정제2동,26,20180702
부산진구,전포제1동,26,20180702
부산진구,전포제2동,26,20180702
부산진구,부암제1동,27,20180702
부산진구,부암제3동,27,20180702
부산진구,당감제1동,27,20180702
부산진구,당감제2동,27,20180702
부산진구,당감제4동,27,20180702
부산진구,가야제1동,27,20180702
부산진구,가야제2동,27,20180702
부산진구,개금제1동,27,20180702
부산진구,개금제2동,27,20180702
부산진구,개금제3동,27,20180702
부산진구,범천제1동,26,20180702
부산진구,범천제2동,26,20180702
동래구,수민동,26,20180702
동래구,복산동,26,20180702
동래구,명륜동,27,20180702
동래구,온천제1동,27,20180702
동래구,온천제2동,26,20180702
동래구,온천제3동,26,20180702
동래구,사직제1동,26,20180702
동래구,사직제2동,26,20180702
동래구,사직제3동,26,20180702
동래구,안락제1동,26,20180702
동래구,안락제2동,26,20180702
동래구,명장제1동,26,20180702
동래구,명장제2동,26,20180702
남구,대연제1동,26,20180702
남구,대연제3동,26,20180702
남구,대연제4동,26,20180702
남구,대연제5동,26,20180702
남구,대연제6동,26,20180702
남구,용호제1동,24,20180702
남구,용호제2동,24,20180702
남구,용호제3동,24,20180702
남구,용호제4동,24,20180702
남구,용당동,25,20180702
남구,감만제1동,25,20180702
남구,감만제2동,25,20180702
남구,우암동,26,20180702
남구,문현제1동,26,20180702
남구,문현제2동,26,20180702
남구,문현제3동,26,20180702
남구,문현제4동,26,20180702
북구,구포제1동,28,20180702
북구,구포제2동,28,20180702
북구,구포제3동,28,20180702
북구,금곡동,28,20180702
북구,화명제1동,28,20180702
북구,화명제2동,28,20180702
북구,화명제3동,28,20180702
북구,덕천제1동,28,20180702
북구,덕천제2동,28,20180702
북구,덕천제3동,28,20180702
북구,만덕제1동,28,20180702
북구,만덕제2동,28,20180702
북구,만덕제3동,28,20180702
해운대구,우제1동,25,20180702
해운대구,우제2동,26,20180702
해운대구,우제3동,25,20180702
해운대구,중제1동,25,20180702
해운대구,중제2동,24,20180702
해운대구,좌제1동,26,20180702
해운대구,좌제2동,26,20180702
해운대구,좌제3동,26,20180702
해운대구,좌제4동,26,20180702
해운대구,송정동,26,20180702
해운대구,반여제1동,26,20180702
해운대구,반여제2동,26,20180702
해운대구,반여제3동,26,20180702
해운대구,반여제4동,26,20180702
해운대구,반송제1동,27,20180702
해운대구,반송제2동,27,20180702
해운대구,재송제1동,26,20180702
해운대구,재송제2동,26,20180702
사하구,괴정제1동,27,20180702
사하구,괴정제2동,26,20180702
사하구,괴정제3동,26,20180702
사하구,괴정제4동,27,20180702
사하구,당리동,27,20180702
사하구,하단제1동,27,20180702
사하구,하단제2동,27,20180702
사하구,신평제1동,27,20180702
사하구,신평제2동,27,20180702
사하구,장림제1동,26,20180702
사하구,장림제2동,26,20180702
사하구,다대제1동,26,20180702
사하구,다대제2동,26,20180702
사하구,구평동,26,20180702
사하구,감천제1동,26,20180702
사하구,감천제2동,26,20180702
금정구,서제1동,27,20180702
금정구,서제2동,26,20180702
금정구,서제3동,26,20180702
금정구,금사동,27,20180702
금정구,부곡제1동,27,20180702
금정구,부곡제2동,27,20180702
금정구,부곡제3동,27,20180702
금정구,부곡제4동,27,20180702
금정구,장전제1동,27,20180702
금정구,장전제2동,27,20180702
금정구,장전제3동,27,20180702
금정구,선두구동,28,20180702
금정구,청룡노포동,28,20180702
금정구,남산동,28,20180702
금정구,구서제1동,27,20180702
금정구,구서제2동,27,20180702
금정구,금성동,28,20180702
강서구,대저1동,28,20180702
강서구,대저2동,28,20180702
강서구,강동동,28,20180702
강서구,가락동,28,20180702
강서구,녹산동,26,20180702
강서구,가덕도동,26,20180702
연제구,거제제1동,26,20180702
연제구,거제제2동,26,20180702
연제구,거제제3동,26,20180702
연제구,거제제4동,26,20180702
연제구,연산제1동,26,20180702
연제구,연산제2동,26,20180702
연제구,연산제3동,26,20180702
연제구,연산제4동,26,20180702
연제구,연산제5동,26,20180702
연제구,연산제6동,26,20180702
연제구,연산제8동,26,20180702
연제구,연산제9동,26,20180702
수영구,남천제1동,25,20180702
수영구,남천제2동,25,20180702
수영구,수영동,26,20180702
수영구,망미제1동,26,20180702
수영구,망미제2동,26,20180702
수영구,광안제1동,25,20180702
수영구,광안제2동,25,20180702
수영구,광안제3동,25,20180702
수영구,광안제4동,25,20180702
수영구,민락동,25,20180702
사상구,삼락동,28,20180702
사상구,모라제1동,28,20180702
사상구,모라제3동,28,20180702
사상구,덕포제1동,27,20180702
사상구,덕포제2동,28,20180702
사상구,괘법동,27,20180702
사상구,감전동,27,20180702
사상구,주례제1동,27,20180702
사상구,주례제2동,27,20180702
사상구,주례제3동,27,20180702
사상구,학장동,27,20180702
사상구,엄궁동,27,20180702
기장군,기장읍,26,20180702
기장군,장안읍,25,20180702
기장군,일광면,25,20180702
기장군,정관읍,25,20180702
기장군,철마면,27,20180702
중구,중앙동,24,20180703
중구,동광동,24,20180703
중구,대청동,24,20180703
중구,보수동,24,20180703
중구,부평동,24,20180703
중구,광복동,24,20180703
중구,남포동,24,20180703
중구,영주제1동,24,20180703
중구,영주제2동,24,20180703
서구,동대신제1동,24,20180703
서구,동대신제2동,24,20180703
서구,동대신제3동,24,20180703
서구,서대신제1동,24,20180703
서구,서대신제3동,24,20180703
서구,서대신제4동,24,20180703
서구,부민동,24,20180703
서구,아미동,24,20180703
서구,초장동,24,20180703
서구,충무동,24,20180703
서구,남부민제1동,24,20180703
서구,남부민제2동,24,20180703
서구,암남동,23,20180703
동구,초량제1동,24,20180703
동구,초량제2동,24,20180703
동구,초량제3동,24,20180703
동구,초량제6동,24,20180703
동구,수정제1동,24,20180703
동구,수정제2동,24,20180703
동구,수정제4동,24,20180703
동구,수정제5동,24,20180703
동구,좌천동,24,20180703
동구,범일제1동,24,20180703
동구,범일제2동,24,20180703
동구,범일제5동,24,20180703
영도구,남항동,24,20180703
영도구,영선제1동,24,20180703
영도구,영선제2동,24,20180703
영도구,신선동,24,20180703
영도구,봉래제1동,24,20180703
영도구,봉래제2동,24,20180703
영도구,청학제1동,23,20180703
영도구,청학제2동,23,20180703
영도구,동삼제1동,23,20180703
영도구,동삼제2동,23,20180703
영도구,동삼제3동,23,20180703
부산진구,부전제1동,24,20180703
부산진구,부전제2동,24,20180703
부산진구,연지동,25,20180703
부산진구,초읍동,25,20180703
부산진구,양정제1동,22,20180703
부산진구,양정제2동,22,20180703
부산진구,전포제1동,24,20180703
부산진구,전포제2동,24,20180703
부산진구,부암제1동,24,20180703
부산진구,부암제3동,24,20180703
부산진구,당감제1동,24,20180703
부산진구,당감제2동,24,20180703
부산진구,당감제4동,24,20180703
부산진구,가야제1동,24,20180703
부산진구,가야제2동,24,20180703
부산진구,개금제1동,24,20180703
부산진구,개금제2동,24,20180703
부산진구,개금제3동,24,20180703
부산진구,범천제1동,24,20180703
부산진구,범천제2동,24,20180703
동래구,수민동,22,20180703
동래구,복산동,22,20180703
동래구,명륜동,24,20180703
동래구,온천제1동,24,20180703
동래구,온천제2동,22,20180703
동래구,온천제3동,22,20180703
동래구,사직제1동,22,20180703
동래구,사직제2동,22,20180703
동래구,사직제3동,22,20180703
동래구,안락제1동,22,20180703
동래구,안락제2동,22,20180703
동래구,명장제1동,22,20180703
동래구,명장제2동,22,20180703
남구,대연제1동,24,20180703
남구,대연제3동,24,20180703
남구,대연제4동,24,20180703
남구,대연제5동,24,20180703
남구,대연제6동,24,20180703
남구,용호제1동,23,20180703
남구,용호제2동,23,20180703
남구,용호제3동,23,20180703
남구,용호제4동,23,20180703
남구,용당동,23,20180703
남구,감만제1동,23,20180703
남구,감만제2동,23,20180703
남구,우암동,24,20180703
남구,문현제1동,24,20180703
남구,문현제2동,24,20180703
남구,문현제3동,24,20180703
남구,문현제4동,24,20180703
북구,구포제1동,25,20180703
북구,구포제2동,26,20180703
북구,구포제3동,25,20180703
북구,금곡동,25,20180703
북구,화명제1동,25,20180703
북구,화명제2동,25,20180703
북구,화명제3동,25,20180703
북구,덕천제1동,25,20180703
북구,덕천제2동,25,20180703
북구,덕천제3동,25,20180703
북구,만덕제1동,25,20180703
북구,만덕제2동,25,20180703
북구,만덕제3동,25,20180703
해운대구,우제1동,24,20180703
해운대구,우제2동,24,20180703
해운대구,우제3동,24,20180703
해운대구,중제1동,24,20180703
해운대구,중제2동,24,20180703
해운대구,좌제1동,24,20180703
해운대구,좌제2동,24,20180703
해운대구,좌제3동,24,20180703
해운대구,좌제4동,24,20180703
해운대구,송정동,24,20180703
해운대구,반여제1동,24,20180703
해운대구,반여제2동,24,20180703
해운대구,반여제3동,24,20180703
해운대구,반여제4동,24,20180703
해운대구,반송제1동,23,20180703
해운대구,반송제2동,23,20180703
해운대구,재송제1동,24,20180703
해운대구,재송제2동,24,20180703
사하구,괴정제1동,24,20180703
사하구,괴정제2동,24,20180703
사하구,괴정제3동,24,20180703
사하구,괴정제4동,24,20180703
사하구,당리동,24,20180703
사하구,하단제1동,24,20180703
사하구,하단제2동,24,20180703
사하구,신평제1동,24,20180703
사하구,신평제2동,24,20180703
사하구,장림제1동,24,20180703
사하구,장림제2동,24,20180703
사하구,다대제1동,24,20180703
사하구,다대제2동,24,20180703
사하구,구평동,24,20180703
사하구,감천제1동,24,20180703
사하구,감천제2동,24,20180703
금정구,서제1동,24,20180703
금정구,서제2동,22,20180703
금정구,서제3동,22,20180703
금정구,금사동,24,20180703
금정구,부곡제1동,24,20180703
금정구,부곡제2동,24,20180703
금정구,부곡제3동,24,20180703
금정구,부곡제4동,24,20180703
금정구,장전제1동,24,20180703
금정구,장전제2동,24,20180703
금정구,장전제3동,24,20180703
금정구,선두구동,24,20180703
금정구,청룡노포동,24,20180703
금정구,남산동,24,20180703
금정구,구서제1동,24,20180703
금정구,구서제2동,24,20180703
금정구,금성동,25,20180703
강서구,대저1동,26,20180703
강서구,대저2동,26,20180703
강서구,강동동,26,20180703
강서구,가락동,26,20180703
강서구,녹산동,25,20180703
강서구,가덕도동,24,20180703
연제구,거제제1동,22,20180703
연제구,거제제2동,22,20180703
연제구,거제제3동,22,20180703
연제구,거제제4동,22,20180703
연제구,연산제1동,22,20180703
연제구,연산제2동,22,20180703
연제구,연산제3동,22,20180703
연제구,연산제4동,22,20180703
연제구,연산제5동,22,20180703
연제구,연산제6동,22,20180703
연제구,연산제8동,22,20180703
연제구,연산제9동,22,20180703
수영구,남천제1동,24,20180703
수영구,남천제2동,24,20180703
수영구,수영동,24,20180703
수영구,망미제1동,22,20180703
수영구,망미제2동,24,20180703
수영구,광안제1동,24,20180703
수영구,광안제2동,24,20180703
수영구,광안제3동,24,20180703
수영구,광안제4동,24,20180703
수영구,민락동,24,20180703
사상구,삼락동,26,20180703
사상구,모라제1동,26,20180703
사상구,모라제3동,26,20180703
사상구,덕포제1동,25,20180703
사상구,덕포제2동,26,20180703
사상구,괘법동,25,20180703
사상구,감전동,25,20180703
사상구,주례제1동,24,20180703
사상구,주례제2동,24,20180703
사상구,주례제3동,24,20180703
사상구,학장동,25,20180703
사상구,엄궁동,25,20180703
기장군,기장읍,23,20180703
기장군,장안읍,22,20180703
기장군,일광면,21,20180703
기장군,정관읍,22,20180703
기장군,철마면,24,20180703
중구,중앙동,27,20180704
중구,동광동,27,20180704
중구,대청동,27,20180704
중구,보수동,27,20180704
중구,부평동,27,20180704
중구,광복동,27,20180704
중구,남포동,27,20180704
중구,영주제1동,27,20180704
중구,영주제2동,27,20180704
서구,동대신제1동,27,20180704
서구,동대신제2동,27,20180704
서구,동대신제3동,27,20180704
서구,서대신제1동,27,20180704
서구,서대신제3동,27,20180704
서구,서대신제4동,27,20180704
서구,부민동,27,20180704
서구,아미동,27,20180704
서구,초장동,27,20180704
서구,충무동,27,20180704
서구,남부민제1동,27,20180704
서구,남부민제2동,27,20180704
서구,암남동,25,20180704
동구,초량제1동,27,20180704
동구,초량제2동,27,20180704
동구,초량제3동,27,20180704
동구,초량제6동,27,20180704
동구,수정제1동,27,20180704
동구,수정제2동,28,20180704
동구,수정제4동,28,20180704
동구,수정제5동,28,20180704
동구,좌천동,27,20180704
동구,범일제1동,27,20180704
동구,범일제2동,27,20180704
동구,범일제5동,27,20180704
영도구,남항동,27,20180704
영도구,영선제1동,27,20180704
영도구,영선제2동,27,20180704
영도구,신선동,27,20180704
영도구,봉래제1동,27,20180704
영도구,봉래제2동,27,20180704
영도구,청학제1동,25,20180704
영도구,청학제2동,25,20180704
영도구,동삼제1동,24,20180704
영도구,동삼제2동,24,20180704
영도구,동삼제3동,25,20180704
부산진구,부전제1동,27,20180704
부산진구,부전제2동,27,20180704
부산진구,연지동,29,20180704
부산진구,초읍동,29,20180704
부산진구,양정제1동,27,20180704
부산진구,양정제2동,27,20180704
부산진구,전포제1동,27,20180704
부산진구,전포제2동,27,20180704
부산진구,부암제1동,28,20180704
부산진구,부암제3동,28,20180704
부산진구,당감제1동,28,20180704
부산진구,당감제2동,28,20180704
부산진구,당감제4동,28,20180704
부산진구,가야제1동,28,20180704
부산진구,가야제2동,28,20180704
부산진구,개금제1동,28,20180704
부산진구,개금제2동,28,20180704
부산진구,개금제3동,28,20180704
부산진구,범천제1동,27,20180704
부산진구,범천제2동,27,20180704
동래구,수민동,27,20180704
동래구,복산동,27,20180704
동래구,명륜동,29,20180704
동래구,온천제1동,29,20180704
동래구,온천제2동,27,20180704
동래구,온천제3동,27,20180704
동래구,사직제1동,27,20180704
동래구,사직제2동,27,20180704
동래구,사직제3동,27,20180704
동래구,안락제1동,27,20180704
동래구,안락제2동,27,20180704
동래구,명장제1동,27,20180704
동래구,명장제2동,27,20180704
남구,대연제1동,27,20180704
남구,대연제3동,27,20180704
남구,대연제4동,27,20180704
남구,대연제5동,27,20180704
남구,대연제6동,27,20180704
남구,용호제1동,25,20180704
남구,용호제2동,25,20180704
남구,용호제3동,25,20180704
남구,용호제4동,25,20180704
남구,용당동,25,20180704
남구,감만제1동,25,20180704
남구,감만제2동,25,20180704
남구,우암동,27,20180704
남구,문현제1동,27,20180704
남구,문현제2동,27,20180704
남구,문현제3동,27,20180704
남구,문현제4동,27,20180704
북구,구포제1동,29,20180704
북구,구포제2동,29,20180704
북구,구포제3동,29,20180704
북구,금곡동,29,20180704
북구,화명제1동,29,20180704
북구,화명제2동,29,20180704
북구,화명제3동,29,20180704
북구,덕천제1동,29,20180704
북구,덕천제2동,29,20180704
북구,덕천제3동,29,20180704
북구,만덕제1동,29,20180704
북구,만덕제2동,29,20180704
북구,만덕제3동,29,20180704
해운대구,우제1동,26,20180704
해운대구,우제2동,27,20180704
해운대구,우제3동,26,20180704
해운대구,중제1동,26,20180704
해운대구,중제2동,25,20180704
해운대구,좌제1동,27,20180704
해운대구,좌제2동,27,20180704
해운대구,좌제3동,27,20180704
해운대구,좌제4동,27,20180704
해운대구,송정동,27,20180704
해운대구,반여제1동,27,20180704
해운대구,반여제2동,27,20180704
해운대구,반여제3동,27,20180704
해운대구,반여제4동,27,20180704
해운대구,반송제1동,29,20180704
해운대구,반송제2동,29,20180704
해운대구,재송제1동,27,20180704
해운대구,재송제2동,27,20180704
사하구,괴정제1동,27,20180704
사하구,괴정제2동,27,20180704
사하구,괴정제3동,27,20180704
사하구,괴정제4동,27,20180704
사하구,당리동,27,20180704
사하구,하단제1동,27,20180704
사하구,하단제2동,27,20180704
사하구,신평제1동,27,20180704
사하구,신평제2동,27,20180704
사하구,장림제1동,26,20180704
사하구,장림제2동,26,20180704
사하구,다대제1동,26,20180704
사하구,다대제2동,26,20180704
사하구,구평동,26,20180704
사하구,감천제1동,27,20180704
사하구,감천제2동,27,20180704
금정구,서제1동,29,20180704
금정구,서제2동,27,20180704
금정구,서제3동,27,20180704
금정구,금사동,29,20180704
금정구,부곡제1동,29,20180704
금정구,부곡제2동,29,20180704
금정구,부곡제3동,29,20180704
금정구,부곡제4동,29,20180704
금정구,장전제1동,29,20180704
금정구,장전제2동,29,20180704
금정구,장전제3동,29,20180704
금정구,선두구동,29,20180704
금정구,청룡노포동,29,20180704
금정구,남산동,29,20180704
금정구,구서제1동,29,20180704
금정구,구서제2동,29,20180704
금정구,금성동,29,20180704
강서구,대저1동,29,20180704
강서구,대저2동,29,20180704
강서구,강동동,30,20180704
강서구,가락동,30,20180704
강서구,녹산동,28,20180704
강서구,가덕도동,29,20180704
연제구,거제제1동,27,20180704
연제구,거제제2동,27,20180704
연제구,거제제3동,27,20180704
연제구,거제제4동,27,20180704
연제구,연산제1동,27,20180704
연제구,연산제2동,27,20180704
연제구,연산제3동,27,20180704
연제구,연산제4동,27,20180704
연제구,연산제5동,27,20180704
연제구,연산제6동,27,20180704
연제구,연산제8동,27,20180704
연제구,연산제9동,27,20180704
수영구,남천제1동,26,20180704
수영구,남천제2동,26,20180704
수영구,수영동,27,20180704
수영구,망미제1동,27,20180704
수영구,망미제2동,27,20180704
수영구,광안제1동,26,20180704
수영구,광안제2동,26,20180704
수영구,광안제3동,26,20180704
수영구,광안제4동,26,20180704
수영구,민락동,26,20180704
사상구,삼락동,29,20180704
사상구,모라제1동,29,20180704
사상구,모라제3동,29,20180704
사상구,덕포제1동,29,20180704
사상구,덕포제2동,29,20180704
사상구,괘법동,29,20180704
사상구,감전동,29,20180704
사상구,주례제1동,28,20180704
사상구,주례제2동,28,20180704
사상구,주례제3동,28,20180704
사상구,학장동,29,20180704
사상구,엄궁동,29,20180704
기장군,기장읍,28,20180704
기장군,장안읍,26,20180704
기장군,일광면,25,20180704
기장군,정관읍,28,20180704
기장군,철마면,29,20180704
중구,중앙동,25,20180705
중구,동광동,25,20180705
중구,대청동,25,20180705
중구,보수동,25,20180705
중구,부평동,25,20180705
중구,광복동,25,20180705
중구,남포동,25,20180705
중구,영주제1동,25,20180705
중구,영주제2동,25,20180705
서구,동대신제1동,25,20180705
서구,동대신제2동,25,20180705
서구,동대신제3동,25,20180705
서구,서대신제1동,25,20180705
서구,서대신제3동,25,20180705
서구,서대신제4동,25,20180705
서구,부민동,25,20180705
서구,아미동,25,20180705
서구,초장동,25,20180705
서구,충무동,25,20180705
서구,남부민제1동,25,20180705
서구,남부민제2동,25,20180705
서구,암남동,23,20180705
동구,초량제1동,25,20180705
동구,초량제2동,25,20180705
동구,초량제3동,25,20180705
동구,초량제6동,25,20180705
동구,수정제1동,25,20180705
동구,수정제2동,25,20180705
동구,수정제4동,25,20180705
동구,수정제5동,25,20180705
동구,좌천동,24,20180705
동구,범일제1동,24,20180705
동구,범일제2동,24,20180705
동구,범일제5동,24,20180705
영도구,남항동,25,20180705
영도구,영선제1동,25,20180705
영도구,영선제2동,25,20180705
영도구,신선동,25,20180705
영도구,봉래제1동,25,20180705
영도구,봉래제2동,25,20180705
영도구,청학제1동,23,20180705
영도구,청학제2동,23,20180705
영도구,동삼제1동,22,20180705
영도구,동삼제2동,22,20180705
영도구,동삼제3동,23,20180705
부산진구,부전제1동,24,20180705
부산진구,부전제2동,24,20180705
부산진구,연지동,26,20180705
부산진구,초읍동,26,20180705
부산진구,양정제1동,24,20180705
부산진구,양정제2동,24,20180705
부산진구,전포제1동,24,20180705
부산진구,전포제2동,24,20180705
부산진구,부암제1동,25,20180705
부산진구,부암제3동,25,20180705
부산진구,당감제1동,25,20180705
부산진구,당감제2동,25,20180705
부산진구,당감제4동,25,20180705
부산진구,가야제1동,25,20180705
부산진구,가야제2동,25,20180705
부산진구,개금제1동,25,20180705
부산진구,개금제2동,25,20180705
부산진구,개금제3동,25,20180705
부산진구,범천제1동,24,20180705
부산진구,범천제2동,24,20180705
동래구,수민동,24,20180705
동래구,복산동,24,20180705
동래구,명륜동,25,20180705
동래구,온천제1동,25,20180705
동래구,온천제2동,24,20180705
동래구,온천제3동,24,20180705
동래구,사직제1동,24,20180705
동래구,사직제2동,24,20180705
동래구,사직제3동,24,20180705
동래구,안락제1동,24,20180705
동래구,안락제2동,24,20180705
동래구,명장제1동,24,20180705
동래구,명장제2동,24,20180705
남구,대연제1동,24,20180705
남구,대연제3동,24,20180705
남구,대연제4동,24,20180705
