"인허가번호","시도","시군구","법정동","대지구분","번","지","허가구분","허가번호","허가일","관리기관","건축구분","대지위치","지목","대지면적___","건축면적___","건폐율___","연면적___","용적률산전용면적___","용적률___","건축물명칭","주용도","주건축물수","부속건축물수","주차장_자주식_옥내_대_","주차장_자주식_옥외_대_","주차장_자주식_인근_대_","주차장_기계식_옥내_대_","주차장_기계식_옥외_대_","주차장_기계식_인근_대_","주차장_면제_대_","착공구분","착공예정일","착공처리일","사용승인구분","사용승인일","동명칭","주용도_동_","대표용도_동_","세대수_동_","호수_동_","가구수_동_","주구조_동_","기타구조_동_","지붕구조_동_","건축면적_동____","연면적_동____","용적률산정용면적_동____","지하층수_동_","지상층수_동_","높이_m_","승용승강기수_동_","비상용승강기수_동_","건축주상호명","시공자_상호명","시공자_등록번호","설계자_사무소명","설계자_등록번호","감리자_사무소명","감리자_등록번호"
"26350-100073110","부산광역시","해운대구","재송동","대지","1152","0032","신축허가","2020-건축과-신축허가-15","20200407","부산시해운대구","신축",,"대",139.6,82.94,59.41,232.07,232.07,166.24,"재송동 1152-32 단독주택 (박우혁)","단독주택",1,0,0,3,0,0,0,0,0,"착공","20200620","20200616",,,"주건축물제1동","단독주택","다가구주택",0,0,2,"철근콘크리트구조",,"(철근)콘크리트",82.94,232.07,232.07,0,4,13,"0","0",,"우호건설(주)","6178113622","건축사사무소 이음","6173648650","오운건축사사무소","7722900765"
"26350-100073230","부산광역시","해운대구","중동","대지","1256","0009","신축허가","2020-건축과-신축허가-17","20200413","부산시해운대구","신축",,"대",3450.59,2065.9248,59.8716,62097.4591,45325.2032,1313.5494,"해운대 중동 1256-9 일원 오피스텔 신축공사","업무시설",2,0,331,0,0,156,0,331,0,"착공","20200612","20200612",,,"101동","업무시설","오피스텔",0,212,0,"철근콘크리트구조",,"(철근)콘크리트",1242.0398,41960.5679,25664.0619,6,34,112.91,"6","2",,"(주)케이씨씨건설","2148169965","(주)리한건축사사무소","6178625856","(주)희림종합건축사사무소","2148115867"
"26350-100073230","부산광역시","해운대구","중동","대지","1256","0009","신축허가","2020-건축과-신축허가-17","20200413","부산시해운대구","신축",,"대",3450.59,2065.9248,59.8716,62097.4591,45325.2032,1313.5494,"해운대 중동 1256-9 일원 오피스텔 신축공사","업무시설",2,0,331,0,0,156,0,331,0,"착공","20200612","20200612",,,"102동","업무시설","오피스텔",0,184,0,"철근콘크리트구조",,"(철근)콘크리트",823.885,20136.8912,19661.1413,0,34,112.91,"6","2",,"(주)케이씨씨건설","2148169965","(주)리한건축사사무소","6178625856","(주)희림종합건축사사무소","2148115867"
"26350-100073630","부산광역시","해운대구","중동","대지","0870","0000","신축신고","2020-건축과-신축신고-4","20200512","부산시해운대구","신축","부산광역시 해운대구 좌동순환로468번가길 25-12 (중동)","대",204,84.8,41.57,83.4,83.4,40.88,,"단독주택",1,0,0,1,0,0,0,0,0,"착공","20200610","20200624",,,"주건축물제1동","단독주택","단독주택",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",84.8,83.4,83.4,0,1,3.8,"0","0",,,,"보람건축사사무소","6102431704",,
"26350-100073690","부산광역시","해운대구","재송동","대지","0117","0014","대수선허가","2020-건축과-대수선허가-6","20200514","부산시해운대구","대수선","부산광역시 해운대구 재반로30번가길 50 (재송동)","대",502,214.7,42.77,748.17,540.87,107.74,,"제2종근린생활시설",1,0,5,0,0,0,0,5,0,"착공","20200602","20200601",,,,"제2종근린생활시설","기타사무소",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",214.7,748.17,540.87,1,3,10.1,"0","0",,"주식회사 쏘홈",,"주식회사 디딤엔지니어링건축사사무소","6178609157","주식회사 디딤엔지니어링건축사사무소","6178609157"
"26350-100073730","부산광역시","해운대구","송정동","대지","0117","0008","신축허가","2020-건축과-신축허가-22","20200519","부산시해운대구","신축",,"대",396.7,213.6,53.84,393.825,393.825,99.28,,"제2종근린생활시설",1,0,0,3,0,0,0,0,0,"착공","20200608","20200615",,,"주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"일반철골구조",,"기타지붕",213.6,393.825,393.825,0,2,7.41,"0","0",,"엔아이건설(주)","6068165931","산우 건축사사무소","6071917997","비율건축박길용건축사사무소","2853000044"
"26350-100073790","부산광역시","해운대구","중동","대지","0846","0001","신축허가","2020-건축과-신축허가-23","20200521","부산시해운대구","신축",,"대",389,233.24,59.96,678.32,678.32,174.38,"중동 846-1 공동주택중동 846-1 공동주택 (정원에이치주식회사)","공동주택",1,0,9,0,0,0,0,9,0,"착공","20200610","20200612",,,"주건축물제1동","공동주택","다세대주택",17,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",233.24,678.32,678.32,0,5,14.1,"1","0",,"(주)루원종합건설","6348100781","(주)루원건축사사무소","4348100105","남경에이엔씨건축사사무소","6040234397"
"26350-100073870","부산광역시","해운대구","송정동","대지","0157","0004","대수선허가","2020-건축과-대수선허가-7","20200526","부산시해운대구","대수선","부산광역시 해운대구 해운대로 1075 (송정동)","주유소용지",1065.8,375.3,35.21,845.77,825.97,77.5,"웨스트트레이딩빌딩","제2종근린생활시설",2,0,0,5,0,0,0,0,0,"착공","20200603","20200602",,,"에이동","제2종근린생활시설","사무소",0,0,0,"일반철골구조","일반철골구조","기타지붕",0,0,0,1,5,23.3,"1","0",,,,"(주)종합건축사사무소로얄설계","4998800514","(주)종합건축사사무소로얄설계","4998800514"
"26350-100073891","부산광역시","해운대구","좌동","대지","1357","0005","신축허가","2020-건축과-신축허가-25","20200527","부산시해운대구","신축","부산광역시 해운대구 좌동순환로15번길 33 (좌동)","대",230.7,114.84,49.78,276.74,276.74,119.96,,"단독주택",1,0,0,3,0,0,0,0,0,"착공","20200617","20200617",,,"주건축물제1동","단독주택","다가구주택",0,0,3,"철근콘크리트구조",,"(철근)콘크리트",114.84,276.74,276.74,0,3,11.2,"0","0",,"동국종합건설(주)","6068616094","아름 건축사사무소","6070659342","건축사사무소 금강","6210635384"
"26350-100073970","부산광역시","해운대구","좌동","대지","0199","0000","공용건축물","2020-건축과-공용건축물-8","20200601","부산시해운대구","증축","부산광역시 해운대구 해운대로 913 (좌동)","대",17495,2579.75,14.75,3262.2,3262.2,18.64,"부산소방재난본부 특수구조단","업무시설",7,0,6,23,0,0,0,6,0,"착공","20200714","20200717",,,"특수구조대 청사","업무시설","기타공공업무시설",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",568,283.22,283.22,0,2,10.5,"0","0",,"일승종합건설(주)","6058152485","건축사사무소 예율","6173495810","건축사사무소 예율","6173495810"
"26350-100074030","부산광역시","해운대구","중동","대지","0940","0003","대수선허가","2020-건축과-대수선허가-8","20200604","부산시해운대구","대수선","부산광역시 해운대구 달맞이길62번길 3 (중동)","대",509,274.95,54.02,1189.27,1124.29,220.88,"1","제1종근린생활시설",1,0,0,6,0,0,0,0,0,"착공","20200615","20200615",,,"1","제2종근린생활시설","일반음식점",0,0,1,"철근콘크리트구조","철근콘크리트","(철근)콘크리트",274.95,1189.27,1124.29,1,5,15.7,"0","0",,,"6178004238","조은집 건축사사무소","6170748271","조은집 건축사사무소","6170748271"
"26350-100074131","부산광역시","해운대구","반송동","대지","0112","0000","증축신고","2020-건축과-증축신고-12","20200608","부산시해운대구","증축","부산광역시 해운대구 신반송로 150 (반송동)","대",128,75.74,59.17,141.51,141.51,110.56,,"제2종근린생활시설",1,0,,,,,,,,"착공","20200624","20200624","사용승인","20200707",,"제2종근린생활시설","제조업소",0,0,0,"일반철골구조","일반철골구조","기타지붕",0,62.69,62.69,0,2,11.35,"0","0",,,,"건축사사무소 일원","6180235605",,
"26350-100074174","부산광역시","해운대구","중동","대지","0843","0000","신축허가","2020-건축과-신축허가-27","20200609","부산시해운대구","신축","부산광역시 해운대구 좌동순환로468번나길 6 (중동)","대",478,239.858,50.19,659.722,659.722,138.02,"중동 843 공동주택 (정미란)","공동주택",1,0,9,4,0,0,0,9,0,"착공","20200720","20200724",,,"주건축물제1동","공동주택","다세대주택",26,0,0,"철근콘크리트구조",,"(철근)콘크리트",239.858,659.722,659.722,0,5,14.85,"1","0",,"(주)익수종합건설","6218143178","지엘건축사사무소","6052032168","종합건축사사무소삼우",
"26350-100074190","부산광역시","해운대구","좌동","대지","1368","0001","대수선허가","2020-건축과-대수선허가-9","20200610","부산시해운대구","대수선","부산광역시 해운대구 좌동순환로 79 (좌동)","대",856.6,534.52,62.4,3884.62,2326.95,271.65,,"교육연구시설",1,0,10,3,0,18,0,10,0,"착공","20200706","20200703",,,,"교육연구시설","교육원",0,0,0,"철근콘크리트구조","철근콘크리트","(철근)콘크리트",534.52,3672.61,2326.95,2,5,25.4,"1","0",,"하우텍씨엔알건설(주)","2128163121","(주)예인피앤에이치건축사사무소","1208692109","(주)예인피앤에이치건축사사무소","1208692109"
"26350-100074211","부산광역시","해운대구","송정동","대지","0073","0005","증축신고","2020-건축과-증축신고-13","20200611","부산시해운대구","증축",,"주유소용지",2575,514.62,19.98,776.15,776.15,30.14,,"위험물저장및처리시설",1,2,0,9,0,0,0,0,0,"착공","20200620","20200623","사용승인","20200708","A동","위험물저장및처리시설","주유소",0,0,0,"일반철골구조","일반철골구조","기타지붕",49,49,49,0,1,9.7,"0","0",,,"6178526601","정토건축사사무소","4572300317",,
"26350-100074211","부산광역시","해운대구","송정동","대지","0073","0005","증축신고","2020-건축과-증축신고-13","20200611","부산시해운대구","증축",,"주유소용지",2575,514.62,19.98,776.15,776.15,30.14,,"위험물저장및처리시설",1,2,0,9,0,0,0,0,0,"착공","20200620","20200623","사용승인","20200708","B동","위험물저장및처리시설","주유소",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,0,0,0,4,15.95,"0","0",,,"6178526601","정토건축사사무소","4572300317",,
"26350-100074211","부산광역시","해운대구","송정동","대지","0073","0005","증축신고","2020-건축과-증축신고-13","20200611","부산시해운대구","증축",,"주유소용지",2575,514.62,19.98,776.15,776.15,30.14,,"위험물저장및처리시설",1,2,0,9,0,0,0,0,0,"착공","20200620","20200623","사용승인","20200708","부속동","위험물저장및처리시설","기타위험물저장처리시설",0,0,0,"기타강구조","기타강구조","기타지붕",0,0,0,0,1,4.2,"0","0",,,"6178526601","정토건축사사무소","4572300317",,
"26350-100074230","부산광역시","해운대구","송정동","대지","0277","0000","대수선허가","2020-건축과-대수선허가-10","20200611","부산시해운대구","대수선","부산광역시 해운대구 송정해변로 8-8 (송정동)","대",611,271.82,44.49,2423.38,2373.5,388.46,"송정동 277 숙박시설 (주식회사이스턴엠버)","숙박시설",1,1,6,0,0,26,0,6,0,"착공","20200618","20200618",,,"주건축물1동","숙박시설","여관",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",271.82,2423.38,2373.5,0,10,29.9,"2","0",,"주식회사이스턴엠버","6858701529","종합건축사사무소 돔","6170685959","종합건축사사무소 돔","6170685959"
"26350-100074230","부산광역시","해운대구","송정동","대지","0277","0000","대수선허가","2020-건축과-대수선허가-10","20200611","부산시해운대구","대수선","부산광역시 해운대구 송정해변로 8-8 (송정동)","대",611,271.82,44.49,2423.38,2373.5,388.46,"송정동 277 숙박시설 (주식회사이스턴엠버)","숙박시설",1,1,6,0,0,26,0,6,0,"착공","20200618","20200618",,,"부속건축물2동","숙박시설","여관",0,0,0,"일반철골구조","일반철골구조","기타지붕",49.88,49.88,0,0,1,28.48,"0","0",,"주식회사이스턴엠버","6858701529","종합건축사사무소 돔","6170685959","종합건축사사무소 돔","6170685959"
"26350-100074271","부산광역시","해운대구","송정동","대지","0334","0002","신축신고","2020-건축과-신축신고-6","20200612","부산시해운대구","신축",,"대",240,126.135,52.56,99.9,99.9,41.63,,"제1종근린생활시설",1,0,,,,,,,,"착공","20200618","20200618",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",126.135,99.9,99.9,0,1,5,"0","0",,,,"선우건축사사무소","6180225956",,
"26350-100074290","부산광역시","해운대구","중동","대지","1404","0004","증축허가","2020-건축과-증축허가-6","20200615","부산시해운대구","증축","부산광역시 해운대구 해운대해변로298번길 7 (중동)","대",93,67.6,72.69,340.75,304.24,327.14,"중동 1404-4 제1종근린생활시설 (장일선) ODE부산","제1종근린생활시설",1,0,,,,,,,,"착공","20200724","20200727",,,,"제1종근린생활시설","소매점",0,0,0,"철근콘크리트구조","R.C, 일반철골구조","(철근)콘크리트",1.54,39.35,40.02,1,5,18.3,"1","0",,"(주)아라종합건설","1498601803","건축사사무소지안","4232300255","건축사사무소 지안","4232300255"
"26350-100074430","부산광역시","해운대구","우동","대지","0638","0024","신축신고","2020-건축과-신축신고-7","20200619","부산시해운대구","신축","부산광역시 해운대구 구남로8번길 41 (우동)","대",265.8,89.57,33.7,89.57,89.57,33.7,"우동 638-24 제1종근린생활시설 (김삼석)","제1종근린생활시설",1,0,0,1,0,0,0,0,0,"착공","20200620","20200626",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",89.57,89.57,89.57,0,1,5.9,"0","0",,,,"건축사사무소 준우",,,
"26350-100074470","부산광역시","해운대구","중동","대지","1521","0010","신축허가","2020-건축과-신축허가-28","20200623","부산시해운대구","신축",,"대",360.3,176.9912,49.12,582.0275,582.0275,161.54,"중동 1521-10 (정정애)","공동주택",1,0,0,7,0,0,0,0,0,"착공","20200708","20200709",,,"주건축물제1동","공동주택","다세대주택",12,0,0,"철근콘크리트구조",,"(철근)콘크리트",176.9912,582.0275,582.0275,0,5,14.35,"1","0",,"예림종합건설(주)","6178135984","모인종합건축사사무소",,"태림건축사사무소","6180231026"
"26350-100074490","부산광역시","해운대구","재송동","대지","1145","0009","증축신고","2020-건축과-증축신고-14","20200624","부산시해운대구","증축","부산광역시 해운대구 재반로 146-19 (재송동)","대",182.1,108.4,59.53,318.28,217.92,119.67,,"단독주택",1,0,0,1,0,0,0,0,0,"착공","20200626","20200626","사용승인","20200710",,"제1종근린생활시설","소매점",0,0,1,"철근콘크리트구조","철근콘크리트조,경량철골조(샌드위치조립식판넬구조)","(철근)콘크리트",108.4,31.1,13.5,1,3,12.5,"0","0",,,,"환 건축사사무소",,,
"26380-100074560","부산광역시","사하구","괴정동","대지","1001","0010","증축신고","2018-건축과-증축신고-27","20180726","부산시사하구","증축","부산광역시 사하구 사하로 204 (괴정동)","대",104,74.29,71.43,445.67,445.67,428.53,,"제1종근린생활시설",2,0,2,0,0,0,0,2,0,"착공","20200630","20200629",,,"주건축물제2동","제1종근린생활시설","소매점",0,0,0,"경량철골구조",,"기타지붕",6.99,6.99,6.99,0,1,3.6,"0","0",,,,"다옴 건축사사무소","6031171130",,
